Plant_Species
"Ocimum gratissimum (India) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (India) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Madagascar) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Nigeria) flower - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Nigeria) leaf - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Nigeria) stem - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Rwanda) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Tahiti) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (USSR) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (West Africa) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)"
"Ocimum micranthum (Brazil) - Ocimum micranthum (common name: Alfavaca de campo), fam. Lamiaceae (Lab.)"
"Ocimum minimum (Brazil) - Ocimum minimum (common name: Mangericao), fam. Lamiaceae (Labiatae)"
"Ocimum suave (Guinea) - Ocimum suave L., fam. Lamiaceae (Labiatae)"
"Ocimum tenuiflorum (Australia) - Ocimum tenuiflorum L., O. sanctum L., fam. Lamiaceae (Labiatae)"
"Ocimum tenuiflorum (Cuba) - Ocimum tenuiflorum L., fam. Lamiaceae (Labiatae)"
"Oenothera odorata flower concrete (China) - Oenothera odorata Jacq., fam. Onagraceae"
"Oenothera odorata flower headspace (China) - Oenothera odorata Jacq., fam. Onagraceae"
"Olibanum, African (Oman) - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, African (Somalia) 1 - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, African (Somalia) 2 - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, African (Somalia) 3 - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, African (Somalia) 4 - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Aden) - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Egypt) - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Eritrea) - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Israel) - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Somalia) 1 - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Somalia) 2 - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Somalia) 3 - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense (Turkey) - Boswellia carterii Birdwood, fam. Burseraceae"
"Olibanum, Frankincense - Boswellia frereana Birdwood, fam. Burseraceae"
"Olibanum, Indian (India) - Boswellia serrata Roxb. ex Colebr., fam. Burseraceae"
"Olive flower (headspace) - Olea europaea L., fam. Oleaceae"
"Oliveria decumbens (Iran) - Oliveria decumbens Vent., fam. Apiaceae (Umbelliferae)"
"Onion (shallot) - Allium cepa L., Aggregatum g., fam. Liliaceae"
"Onion - Allium cepa L., fam. Liliaceae"
"Onion, welsh - Allium fistulosum L. var. Maichuon, fam. Liliaceae"
"Opoponax - Commiphora erythraea Engler var. glabrescens Engler, fam. Burseraceae"
"Orange leaf, sweet (China) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (Israel) 1 - Citrus sinensis (L.) Osbeck, cultivar Jaffa (Shamouti), fam. Rutaceae"
"Orange leaf, sweet (Israel) 2 - Citrus sinensis (L.) Osbeck, cultivar Ruby (Blood orange), fam. Rutaceae"
"Orange leaf, sweet (Israel) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange leaf, sweet (Italy) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (Italy) 2a Valencia Late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange leaf, sweet (Italy) 2b Biondo Comune - Citrus sinensis (L.) Osbeck, cultivar Biondo Comune, fam. Rutaceae"
"Orange leaf, sweet (Italy) 2c Moro - Citrus sinensis (L.) Osbeck, cultivar Moro, fam. Rutaceae"
"Orange leaf, sweet (Italy) 3 Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange leaf, sweet (Japan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (Malaysia) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (Mauritius) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 1 - Citrus sinensis (L.) Osbeck, cultivar Agege I, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 2 - Citrus sinensis (L.) Osbeck, cultivar Bendel, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 3 - Citrus sinensis (L.) Osbeck, cultivar Etinam, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 4 - Citrus sinensis (L.) Osbeck, cultivar Hamlin, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 5 - Citrus sinensis (L.) Osbeck, cultivar Meran, fam. Rutaceae"
"Orange leaf, sweet (Nigeria) 6 - Citrus sinensis (L.) Osbeck, cultivar Umudike, fam. Rutaceae"
"Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae"
"Orange leaf, sweet (North Africa) 2 - Citrus sinensis (L.) Osbeck, cultivar Sanguine, fam. Rutaceae"
"Orange leaf, sweet (North Africa) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae"
"Orange leaf, sweet (Taiwan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange leaf, sweet (USA) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, bitter (Brazil) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter (China) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter (Cuba) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter (Italy) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter (Spain) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter (Spain) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Orange, bitter 3 - Citrus aurantium L., ssp. amara Engler, fam. Rutaceae"
"Orange, sweet (Algeria) - Citrus sinensis (L.) Osbeck, cultivar Valencia, fam. Rutaceae"
"Orange, sweet (Argentina) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Australia) 1a blond - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Australia) 1b blood - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Brazil) 1 - Citrus sinensis (L.) Osbeck, cultivar Pera, fam. Rutaceae"
"Orange, sweet (Brazil) 2 - Citrus sinensis (L.) Osbeck, cultivar Hamlin, fam. Rutaceae"
"Orange, sweet (Brazil) 3 - Citrus sinensis (L.) Osbeck, cultivar Peralima, fam. Rutaceae"
"Orange, sweet (China) 1, Wenzhou - Citrus sinensis (L.) Osbeck, Wenzhou honey orange, fam. Rutaceae"
"Orange, sweet (China) 2 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (China) 3 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Ethiopia) 1a cv Valencia - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Ethiopia) 1b cv Hamlin - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Israel) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Israel) 2 - Citrus sinensis (L.) Osbeck, cultivar Shamouti, fam. Rutaceae"
"Orange, sweet (Italy) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 2 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (Italy) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (Italy) 4 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 5 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 6a Biondo Comune - Citrus sinensis (L.) Osbeck, cultivar Biondo Comune, fam. Rutaceae"
"Orange, sweet (Italy) 6b Navelina - Citrus sinensis (L.) Osbeck, cultivar Navelina, fam. Rutaceae"
"Orange, sweet (Italy) 6c Ovale - Citrus sinensis (L.) Osbeck, cultivar Ovale, fam. Rutaceae"
"Orange, sweet (Italy) 6d Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (Italy) 6e Washington navel - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae"
"Orange, sweet (Italy) 6f blood Moro - Citrus sinensis (L.) Osbeck, cultivar Moro, fam. Rutaceae"
"Orange, sweet (Italy) 6g blood Sanguinello - Citrus sinensis (L.) Osbeck, cultivar Sanguinello, fam. Rutaceae"
"Orange, sweet (Italy) 6h blood Tarocco - Citrus sinensis (L.) Osbeck, cultivar Tarocco, fam. Rutaceae"
"Orange, sweet (Italy) 7 FMC process - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 8 Maltese - Citrus sinensis (L.) Osbeck, cultivar Maltese, fam. Rutaceae"
"Orange, sweet (Italy) 9a blond - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 9b blood - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Italy) 9c blood headspace - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Japan) (oxygenated compounds) - Citrus sinensis (L.) Osbeck, cultivar Fukuhara, fam. Rutaceae"
"Orange, sweet (Mexico) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Portugal) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Spain) 1 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (Spain) 2 - Citrus sinensis (L.) Osbeck, cultivar Navel, fam. Rutaceae"
"Orange, sweet (Spain) 3 - Citrus sinensis (L.) Osbeck, cultivar Sanguine, fam. Rutaceae"
"Orange, sweet (Taiwan) - Citrus sinensis (L.) Osbeck, cultivar Tankan, fam. Rutaceae"
"Orange, sweet (USA) (hydrocarbon-free) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (USA) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (USA-California) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (USA-California) 2 - Citrus sinensis (L.) Osbeck, cultivar Navel, fam. Rutaceae"
"Orange, sweet (USA-Florida) 1 - Citrus sinensis (L.) Osbeck, cultivar Midseason, fam. Rutaceae"
"Orange, sweet (USA-Florida) 2 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (USA-Florida) 3 - Citrus sinensis (L.) Osbeck, cultivar Brazil, fam. Rutaceae"
"Orange, sweet (USA-Florida) 4 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (USA-Florida) 5 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (USA-Florida) 6 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (USA-Florida) 7 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae"
"Orange, sweet (Uruguay) - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Vietnam) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet (Vietnam) 2 - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Orange, sweet, deterpenized - Citrus sinensis (L.) Osbeck, fam. Rutaceae"
"Oregano, greek (Chile) - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Crete) - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Croatia) - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (European) - Origanum vulgare L. ssp. vulgare, fam. Lamiaceae (Labiatae)"
"Oregano, greek (France) 1 - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 3 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 5 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 6 - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Greece) 7a flowers - Origanum vulgare L. ssp viridulum (Martin Donos) Nyman, fam. Lamiaceae"
"Oregano, greek (Greece) 7b leaves - Origanum vulgare L. ssp viridulum (Martin Donos) Nyman, fam. Lamiaceae"
"Oregano, greek (Himalaya) - Origanum vulgare L. ssp. vulgare, fam. Lamiaceae (Labiatae)"
"Oregano, greek (India) - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Israel) 1 - Origanum vulgare L. ssp. viride (Boiss.) Hayak (Carvacrol chemo-type)"
"Oregano, greek (Israel) 2 - Origanum vulgare L. ssp. viride (Boiss.) Hayak (Thymol chemo-type)"
"Oregano, greek (Italy) 1 - Origanum vulgare L.ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Italy) 2 - Origanum vulgare L. ssp hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Italy) 3 - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Italy) 4 - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Portugal) 1a - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Portugal) 1b - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Turkey) 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (Turkey) 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek (United Kingdom) - Origanum vulgare L., fam. Lamiaceae (Labiatae)"
"Oregano, greek 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek 3 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, greek 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)"
"Oregano, mexican (Cuba) - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, mexican (Guatemala) - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, mexican (Mexico) 1 - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, mexican (Mexico) 2 - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, mexican (U.S.A.) 1 - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, mexican (U.S.A.) 2 - Lippia graveolens HBK., fam. Verbenaceae"
"Oregano, spanish (Greece) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Greece) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Greece) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Greece) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Israel) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Israel) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Israel) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Israel) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Italy) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Italy) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Italy) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Italy) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Morocco) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Portugal) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Portugal) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Spain) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, spanish (Turkey) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae"
"Oregano, turkish (Greece) - Origanum onites L., fam. Lamiaceae (Labiatae)"
"Oregano, turkish (Turkey) - Origanum onites L., fam. Lamiaceae (Labiatae)"
"Origanum bilgeri (Turkey) - Origanum bilgeri P.H. Davis, fam. Lamiaceae (Labiatae)"
"Origanum calcaratum (Greece) - Origanum calcaratum Juss., fam. Lamiaceae (Labiatae)"
"Origanum dubium (Cyprus) - Origanum dubium Boiss., fam. Lamiaceae (Labiatae)"
"Origanum glandulosum (Algeria) - Origanum glandulosum Desf., fam. Lamiaceae (Labiatae)"
"Origanum husnuca-baserii (Turkey) - Origanum husnucan-baserii H. Duman, Z. Aytac et A. Duran, fam. Lamiaceae"
"Origanum laevigatum (Turkey) - Origanum laevigatum Boiss., fam. Lamiaceae (Labiatae)"
"Origanum libanoticum (Lebanon) - Origanum libanoticum Boiss., fam. Lamiaceae (Labiatae)"
"Origanum majorana var. tenuifolium - Origanum majorana L. var. tenuifolium, fam. Lamiaceae (Labiatae)"
"Origanum micranthum (Turkey) - Origanum micranthum Vogel, fam. Lamiaceae (Labiatae)"
"Origanum rotundifolium (Turkey) - Origanum rotundifolium Boiss., fam. Lamiaceae (Labiatae)"
"Origanum saccatum (Turkey) - Origanum saccatum P.H. Davis, fam. Lamiaceae (Labiatae)"
"Origanum scabrum (Greece) - Origanum scabrum Boiss. et Heldr., fam. Lamiaceae (Labiatae)"
"Origanum solymicum (Turkey) - Origanum solymicum P.H. Davis, fam. Lamiaceae (Labiatae)"
"Origanum syriacum (Lebanon) - Origanum syriacum L., fam. Lamiaceae (Labiatae)"
"Origanum syriacum (Turkey) 1 - Origanum syriacum L. var. bevanii (Holmes), fam. Lamiaceae (Labiatae)"
"Origanum syriacum (Turkey) 2 - Origanum syriacum L. var. bevanii (Holmes) Ietswaart, fam. Lamiaceae"
"Orris butter - Iris florentina L., fam. Iridaceae"
"Orris extract - Iris pallida L., fam. Iridaceae"
"Orthodon calveriei (Vietnam) - Orthodon calveriei Level. (Mosla calveriei), fam. Lamiaceae (Labiatae)"
"Orthodon dianthera (Vietnam) - Orthodon dianthera Maxim. (Mosla dianthera Maxim.), fam. Lamiaceae"
"Osage orange fruit, 1a headspace - Maclura pomifera (Raf.) Schneid, fam. Moraceae"
"Osage orange fruit, 1b steamdistilled - Maclura pomifera (Raf.) Schneid, fam. Moraceae"
"Osmanthus absolute - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Osmanthus concentrate 1 (Sukhumi-Abkhasia) - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Osmanthus concentrate 2 (Sukhumi-Abkhasia) - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Osmanthus concrete 1 (China) - Osmanthus fragrans, variety Thunbergii (Mak.), fam. Oleaceae"
"Osmanthus concrete 2 (China) - Osmanthus fragrans, variety Latifolius Mak., fam. Oleaceae"
"Osmanthus concrete 3 (China) - Osmanthus fragrans, variety Aurantiacus (Mak.), fam. Oleaceae"
"Osmanthus headspace (flowers) (China) 1 - Osmanthus fragrans (Thunb.) Lour., var. auranticus Makino, fam. Oleaceae"
"Osmanthus headspace (flowers) (China) 2 - Osmanthus fragrans (Thunb.) Lour., var. thunbergii Makino, fam. Oleaceae"
"Osmanthus headspace (flowers) (China) 3 - Osmanthus fragrans (Thunb.) Lour., var. latifolius Makino, fam. Oleaceae"
"Osmanthus headspace (living flowers) - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Osmanthus headspace (picked flowers) 1 - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Osmanthus headspace (picked flowers) 2 - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae"
"Otostegia fruticosa - Otostegia fruticosa Forssk., fam. Lamiaceae (Labiatae)"
"Ottonia anisum (Brazil) - Ottonia anisum Sprengel, fam. Piperaceae"
"Palmarosa (Bangladesh) - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (Brazil) - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (Guatemala) - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 1 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 10a Spikelet - Cymbopogon martini (Roxb.) Wats, var. motia, fam. Poaceae (Gramineae)"
"Palmarosa (India) 10b Raceme - Cymbopogon martini (Roxb.) Wats, var. motia, fam. Poaceae (Gramineae)"
"Palmarosa (India) 10c Spathe - Cymbopogon martini (Roxb.) Wats, var. motia, fam. Poaceae (Gramineae)"
"Palmarosa (India) 2 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 3 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 4 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 5 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 6 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 7 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (India) 8 - Cymbopogon martini (Roxb.) Wats, var. motia Burk., fam. Poaceae"
"Palmarosa (India) 9 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
"Palmarosa (Madagascar) - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)"
